,Total_Population,total_households,Median_income,per_capita_income,households_below_poverty_line,black_population,white_population,asian_population,native_population,hispanic_population,zcta
4051,4028,1710,88500,44350,271,132,3866,0,0,51,14067
4052,7990,2990,113971,54076,1242,362,6422,563,0,212,14068
4053,630,281,57083,36564,60,2,588,0,0,2,14069
4054,6186,2364,54500,28419,541,57,5254,15,571,344,14070
4055,21416,8907,103186,48779,921,490,19516,420,13,670,14072
4056,44610,19800,76691,45053,2857,496,42314,198,106,989,14075
4057,4215,1814,67250,41702,348,34,4056,0,0,17,14080
4058,2910,1196,55662,30380,531,37,1883,87,575,33,14081
4059,671,196,71250,33540,10,23,602,0,1,0,14082
4060,10,5,-666666666,-1,0,0,10,0,0,0,14083
4061,8298,2932,120950,43229,334,62,7832,36,0,135,14085
4062,35121,14852,95283,50265,1214,513,33553,248,15,652,14086
4063,1600,558,95000,39531,337,50,962,6,305,122,14091
4064,10522,4922,67250,44854,1168,80,9620,113,130,123,14092
4065,50302,21428,69489,37555,5222,3176,43126,356,91,1580,14094
4066,3146,1232,64009,31213,472,24,2988,0,0,107,14098
4067,1843,746,62500,28216,303,0,1725,0,4,26,14101
4068,1488,562,118258,44324,19,0,1418,0,0,44,14102
4069,10783,4389,64137,30614,1304,452,9061,171,37,808,14103
4070,5128,1860,82622,32062,415,19,4993,3,13,108,14105
4071,5263,2114,66477,34330,375,27,5018,9,69,19,14108
4072,1218,0,-666666666,5896,0,184,719,45,13,151,14109
4073,3150,1264,73056,33026,291,18,3022,4,10,45,14111
4074,54,27,-666666666,43022,0,0,54,0,0,0,14112
4075,686,305,84375,40869,27,0,683,0,0,14,14113
4076,44414,19029,77888,39995,3869,982,41517,343,25,745,14120
4077,3580,1427,62335,31528,647,56,3305,0,12,199,14125
4078,456,160,-666666666,35615,0,0,456,0,0,9,14126
4079,30652,12970,100953,56807,2089,454,28294,59,95,770,14127
4080,1300,459,69306,31697,233,15,997,9,117,44,14129
4081,112,39,66083,22228,2,7,105,0,0,0,14130
4082,5182,2077,82348,39670,341,86,4855,0,0,177,14131
4083,6689,2468,88444,41069,549,18,6025,317,145,51,14132
4084,72,37,-666666666,24735,16,0,72,0,0,7,14134
4085,141,57,120446,68455,23,0,141,0,0,0,14135
4086,5122,2215,66411,33392,583,16,4865,0,31,208,14136
4087,1864,776,55750,32514,438,18,1672,0,0,161,14138
4088,2074,739,80243,34245,54,23,1982,0,0,9,14139
4089,7492,3289,59948,38708,866,39,7293,20,5,87,14141
4090,1058,418,94643,35913,71,32,854,0,0,29,14143
4091,1206,509,85313,42739,30,0,1112,0,0,94,14145
4092,41456,19202,68026,38411,4043,1856,36744,818,29,1664,14150
4093,231,95,93535,41088,0,0,231,0,0,0,14166
4094,1866,726,77833,33990,193,37,1747,5,0,4,14167
4095,77,27,-666666666,49427,0,0,77,0,0,0,14168
4096,80,71,56569,52391,0,0,80,0,0,0,14169
4097,2223,879,93403,52922,46,0,2064,0,0,135,14170
4098,1605,755,66898,39872,98,13,1414,0,23,57,14171
4099,3091,1327,75288,39098,344,6,2861,0,1,30,14172
4100,188,60,93306,29804,8,0,151,0,0,0,14173
4101,5698,2438,79844,44204,255,31,5400,80,45,139,14174
4102,12623,5797,34092,28222,5720,2613,5662,297,89,4672,14201
4103,3664,2103,58669,60166,506,966,2081,63,34,804,14202
4104,2390,1615,45950,38055,903,1028,859,192,14,304,14203
4105,7666,4353,26762,25109,2544,4672,2083,15,6,1132,14204
4106,21726,9579,46026,27080,4695,2672,15583,801,121,2005,14206
4107,25699,9968,36966,20809,8605,4319,11503,3575,82,6055,14207
4108,11820,4636,44590,24392,2650,8641,2016,481,13,392,14208
4109,8677,4313,48991,38326,1867,2983,4806,307,110,693,14209
4110,15382,6942,50660,26457,3735,1170,12709,158,58,1207,14210
4111,24143,9649,31841,21653,8005,14645,3175,4001,112,2152,14211
4112,13295,5002,34378,19889,4885,4140,5172,2719,47,1106,14212
4113,23980,9649,47558,27405,6569,4570,11615,3447,177,4877,14213
4114,22113,8401,56524,31401,5223,7354,10383,2574,76,1363,14214
4115,42368,17139,41196,23623,12464,29921,6805,2177,48,2054,14215
4116,24009,11849,67033,45840,4072,3789,17326,299,133,2252,14216
4117,22921,10872,67568,40433,2289,1365,19424,245,96,1144,14217
4118,20936,8933,49347,27157,4223,3149,15894,132,65,1531,14218
4119,10854,5227,69892,38631,1373,92,9868,137,24,500,14219
4120,23926,10364,68813,34714,2227,917,20423,414,61,2622,14220
4121,55228,23980,96266,54230,3655,911,47331,4310,60,1663,14221
4122,15744,6705,79343,51079,1246,1779,12053,447,71,1385,14222
4123,22482,10187,81884,43683,1780,1156,19182,1112,13,549,14223
4124,40745,18002,76475,40788,2860,800,38393,185,30,1378,14224
4125,34063,15836,61630,34765,3225,4381,25598,958,106,1348,14225
4126,29273,12380,79330,48374,2310,2825,22202,1851,158,1560,14226
4127,21329,10034,66614,37234,1272,1899,18607,477,21,1093,14227
4128,25038,10136,70960,38914,3879,1920,18418,3516,128,1477,14228
4129,812,0,-666666666,3645,0,156,479,110,5,48,14260
4130,4818,0,-666666666,5075,0,894,2551,768,63,529,14261
4131,12151,5891,32111,24084,4440,2911,7319,270,70,879,14301
4132,206,111,-666666666,7591,111,107,73,4,0,22,14302
4133,6159,2835,39256,31572,1618,1056,3433,238,96,642,14303
4134,28582,12661,64161,36107,3331,689,25455,557,200,1337,14304
4135,16605,7398,45412,28784,4212,4263,9719,119,293,1313,14305
4136,12608,4964,49320,25853,1999,1380,10599,57,3,502,14411
4137,174,50,-666666666,15714,99,0,101,0,0,47,14413
4138,6783,2881,71760,42727,577,42,6413,47,14,130,14414
4139,127,42,78333,18962,25,0,127,0,0,0,14415
4140,3800,1397,83063,35983,248,21,3642,44,1,67,14416
4141,1103,474,45988,30485,158,2,942,157,0,0,14418
4142,19945,7239,66821,32191,2776,1014,17175,428,34,1540,14420
4143,1763,658,78750,39200,136,37,1546,0,0,32,14422
4144,4906,2067,76046,37967,300,110,4311,74,0,221,14423
4145,28582,12726,75481,46344,2097,373,26466,198,11,1263,14424
4146,13201,5040,86422,38275,1146,335,11849,203,0,709,14425
4147,1721,802,63786,32130,266,12,1601,0,8,55,14427
4148,7297,3013,79542,40318,507,97,6820,51,3,208,14428
4149,5520,2059,77004,37375,622,29,5009,13,0,282,14432
4150,4265,1704,62443,29855,581,67,4072,0,5,82,14433
4151,2296,1089,69097,56231,242,1,2125,0,0,0,14435
4152,9168,4005,64432,35148,775,105,8789,29,1,254,14437
4153,431,121,66576,24861,73,8,408,4,0,14,14441
4154,7689,3454,66779,32977,748,409,6814,59,32,478,14445
4155,43082,18380,104187,53779,2552,789,38909,957,17,1548,14450
4156,0,0,-666666666,-666666666,0,0,0,0,0,0,14453
4157,11058,3220,62500,27954,2055,292,9902,275,0,611,14454
4158,19796,7995,71052,36881,2397,1208,16189,498,39,2276,14456
4159,803,272,81667,31273,149,0,707,0,0,14,14462
4160,302,141,47396,30992,29,0,297,0,5,0,14463
4161,6656,2676,69145,35384,703,54,6415,0,0,56,14464
4162,1697,653,91776,39872,36,0,1671,0,0,42,14466
4163,10381,4403,83750,39441,605,937,7978,898,2,406,14467
4164,18866,6966,91485,38419,1248,357,17261,33,16,997,14468
4165,5937,2631,68472,39816,516,12,5810,2,9,31,14469
4166,7654,3276,68434,45555,592,145,7048,41,11,250,14470
4167,2735,1360,70528,40310,30,178,2513,0,0,7,14471
4168,9139,3474,123372,55828,390,27,8703,38,0,185,14472
4169,298,134,115769,61637,18,0,292,6,0,0,14475
4170,2461,936,89911,38365,91,11,2152,0,12,383,14476
4171,1672,651,93021,44915,34,29,1557,1,28,15,14477
4172,1369,273,104219,29716,8,14,1339,0,0,19,14478
4173,98,45,-666666666,27209,22,0,98,0,0,0,14479
4174,588,262,57292,34877,60,0,551,0,0,27,14480
4175,1775,727,76993,38312,155,4,1691,15,0,26,14481
4176,8393,3614,75311,37910,703,116,7928,142,4,225,14482
4177,4102,1628,71324,35911,320,42,3727,32,0,151,14485
4178,255,107,88958,60307,31,0,255,0,0,0,14486
4179,5661,2245,89877,39126,276,4,5255,117,0,87,14487
4180,7054,2745,62693,28716,1095,399,6037,0,44,435,14489
4181,10135,4192,89333,43275,691,117,9018,350,0,158,14502
4182,1534,662,59231,31279,182,14,1440,31,4,16,14504
4183,4896,2036,72115,36644,400,30,4494,0,5,281,14505
4184,700,372,67969,46991,122,0,688,0,0,0,14506
4185,1054,407,76023,45121,81,34,1011,0,0,27,14507
4186,4778,2010,59804,34868,592,146,4261,0,17,454,14510
4187,385,114,71591,26064,18,13,295,0,0,33,14511
4188,4855,1923,65670,32532,784,9,4662,27,12,35,14512
4189,13835,5743,58595,31454,1798,499,11282,93,80,1824,14513
4190,5899,2538,73093,42257,426,481,4912,92,7,201,14514
4191,138,89,-666666666,44136,0,0,138,0,0,0,14515
4192,2505,875,65536,28014,515,133,2230,37,0,97,14516
4193,2776,1184,56809,33363,582,48,2608,0,3,58,14517
4194,12480,5271,86497,41197,765,125,11633,54,4,158,14519
4195,3366,1201,60711,31204,521,330,2900,2,1,133,14521
4196,9575,4100,78716,44106,828,42,9099,210,17,193,14522
4197,2536,1002,80429,34733,219,13,2477,0,0,13,14525
4198,19738,7957,107557,53521,796,231,17990,389,9,744,14526
4199,12870,4923,62159,33354,1618,15,12389,89,0,335,14527
4200,48,17,-666666666,24092,0,0,48,0,0,0,14529
4201,6498,2490,59534,30169,860,202,5605,0,12,305,14530
4202,3849,1633,66964,35146,517,9,3669,0,0,220,14532
4203,1822,783,66767,37547,133,18,1615,0,0,162,14533
4204,33914,12514,139667,71840,687,761,28336,2766,1,1648,14534
4205,643,279,61458,26095,79,3,561,34,0,45,14536
4206,117,61,53224,40345,0,0,112,0,0,0,14537
4207,187,63,187614,47497,0,0,187,0,0,0,14539
4208,3660,845,76528,23055,378,703,2660,5,1,280,14541
4209,0,0,-666666666,-666666666,0,0,0,0,0,0,14542
4210,3217,1399,112568,52151,104,67,2890,75,0,32,14543
4211,2157,808,65882,41838,172,3,2110,12,0,95,14544
4212,108,45,98375,37785,0,0,104,0,0,0,14545
4213,4920,2146,80850,40729,439,161,4553,24,2,131,14546
4214,4042,1725,74428,40719,577,9,3569,0,0,239,14548
4215,390,152,-666666666,15102,251,0,390,0,0,0,14549
4216,1233,558,55700,30873,149,15,1180,0,0,43,14550
4217,4956,2321,54050,35347,964,477,4141,10,2,235,14551
4218,1203,650,72885,48917,57,65,1055,0,0,56,14555
4219,1184,0,-666666666,1525,8,565,500,6,15,187,14556
4220,121,41,78750,33358,0,0,101,6,0,14,14557
4221,18375,7322,89939,46101,880,341,17349,71,4,301,14559
4222,2202,986,70679,34196,263,0,2036,2,0,61,14560
4223,2382,999,86875,37790,189,18,2347,0,0,123,14561
4224,16006,6529,109861,59440,524,232,14471,596,0,390,14564
4225,6349,2541,100491,40962,332,49,5869,24,0,328,14568
4226,6387,2957,57309,33420,938,26,6147,17,0,104,14569
4227,1306,551,70598,36095,128,123,1105,0,23,36,14571
4228,4979,1884,62000,28360,955,33,4539,0,0,174,14572
4229,54520,23601,90799,50477,2929,1120,49217,1803,27,1849,14580
4230,156,102,39219,36744,20,0,156,0,0,11,14585
4231,12720,4639,115625,43421,1307,1300,8838,2024,4,305,14586
4232,0,0,-666666666,-666666666,0,0,0,0,0,0,14588
4233,7838,3033,85609,38870,566,133,7240,6,3,378,14589
4234,5123,2242,59531,31758,1007,92,4720,7,13,270,14590
4235,1573,679,73194,39064,136,0,1437,0,0,80,14591
4236,113,58,78750,42635,0,0,113,0,0,0,14592
4237,2682,1850,60365,55217,608,297,1753,199,0,284,14604
4238,11348,4217,23220,18279,4724,5692,2632,610,27,3938,14605
4239,27736,10969,55346,29072,5205,6864,16236,1114,169,4251,14606
4240,17319,10688,53281,47617,3023,1517,14077,399,13,1257,14607
4241,12470,5732,34720,24692,4706,6284,3730,519,56,1443,14608
4242,41134,17796,59079,32674,8199,12708,20610,302,213,8086,14609
4243,14033,7248,78378,65767,1490,1106,11443,408,15,835,14610
4244,17753,7063,30670,19655,6056,10816,4389,254,99,2904,14611
4245,35265,15325,75648,40084,2764,3553,28657,415,43,2450,14612
4246,15132,5730,32360,19288,4582,7423,4960,1043,11,3064,14613
4247,1126,109,61641,14020,90,589,403,11,11,222,14614
4248,18393,7924,50492,28837,4393,5975,9331,758,9,3125,14615
4249,27250,11548,63643,32462,3774,3612,19769,697,155,3355,14616
4250,21990,9520,82015,46053,1256,864,19564,119,10,1938,14617
4251,23783,8281,118152,65885,1121,1210,19358,1866,62,798,14618
4252,14073,5467,63993,31644,2619,9412,3489,248,5,955,14619
4253,24292,12175,58745,40260,4516,2641,17130,2225,42,2096,14620
4254,32976,12987,32713,19976,11306,14227,9497,468,297,12506,14621
4255,12770,5789,71139,42652,1424,785,10167,741,6,1231,14622
4256,25958,8825,58217,26157,3523,2757,17430,4049,41,1449,14623
4257,39028,15478,85773,39953,2775,3839,31593,946,41,2348,14624
4258,10445,4805,100146,56947,695,169,9447,154,19,486,14625
4259,29138,12943,76513,40647,2551,2110,24009,1094,9,2248,14626
4260,2892,0,-666666666,4673,0,285,1848,540,0,240,14627
4261,0,0,-666666666,-666666666,0,0,0,0,0,0,14642
4262,39481,17033,47435,27169,9046,921,35058,309,53,3592,14701
4263,6051,2563,72148,38230,964,190,5328,127,129,51,14706
4264,93,46,37083,30131,27,0,93,0,0,0,14707
4265,155,56,71250,28283,5,0,131,0,0,8,14708
4266,1240,509,51528,29109,202,10,1185,20,0,3,14709
4267,3125,1295,62245,34702,430,0,3031,0,29,40,14710
4268,1943,652,59342,26206,174,1,1915,1,2,4,14711
4269,3089,1421,74464,51820,183,4,2968,11,9,25,14712
4270,544,195,105417,36556,29,0,539,4,0,38,14714
4271,2579,1036,47177,25942,492,14,2537,3,2,21,14715
4272,2602,776,49333,18694,425,262,1826,19,44,391,14716
4273,564,306,56750,53077,71,0,562,0,0,0,14717
4274,2024,754,56842,28007,265,196,1749,10,3,75,14718
4275,3398,1411,60078,30506,389,14,3235,3,8,123,14719
4276,870,347,39943,22761,118,2,763,6,12,56,14720
4277,175,76,53816,27660,37,0,174,0,0,10,14721
4278,189,66,-666666666,14144,57,14,167,0,0,8,14722
4279,1012,445,62438,32881,113,0,983,3,0,21,14723
4280,2955,912,67212,26256,250,3,2851,9,0,30,14724
4281,2743,648,53542,14947,753,0,2706,0,1,5,14726
4282,4939,2014,64028,31793,518,0,4770,18,14,63,14727
4283,1049,435,62750,38843,143,0,1032,0,0,6,14728
4284,813,361,68750,33220,89,11,792,0,0,4,14729
4285,1220,585,64688,41267,132,0,1205,0,7,5,14731
4286,18,6,-666666666,21706,0,0,18,0,0,0,14732
4287,3104,1403,55893,32021,297,8,2922,1,0,22,14733
4288,2725,944,66071,25574,347,0,2693,0,2,53,14735
4289,154,69,69583,47624,0,0,154,0,0,0,14736
4290,4105,1710,55461,29445,662,16,3718,2,41,239,14737
4291,3542,1363,69194,28318,357,0,3470,0,1,113,14738
4292,2627,1041,48922,24061,738,33,2550,0,7,2,14739
4293,1112,424,64773,32422,165,7,1086,0,0,11,14740
4294,1887,776,75227,34269,105,1,1858,0,2,5,14741
4295,90,59,72768,60904,0,0,90,0,0,0,14742
4296,2171,843,55688,26400,385,48,1917,5,5,0,14743
4297,2250,442,84318,20174,195,78,2125,10,0,9,14744
4298,2073,846,56875,26720,300,2,1994,15,0,25,14747
4299,505,233,40729,36524,46,0,436,0,64,0,14748
4300,4521,1991,66250,46295,321,30,4294,11,0,269,14750
4301,230,106,79722,42263,9,10,220,0,0,0,14752
4302,950,420,42857,26915,150,6,916,0,4,9,14753
4303,534,256,39688,41953,69,0,528,0,0,0,14754
4304,2858,1137,59135,27611,484,51,2682,4,56,45,14755
4305,0,0,-666666666,-666666666,0,0,0,0,0,0,14756
4306,3183,1343,61936,38392,457,71,2871,11,7,88,14757
4307,17675,7955,49705,31306,3616,395,16049,289,111,186,14760
4308,2265,820,62609,28153,148,0,2240,2,1,11,14767
4309,651,288,61667,35100,26,0,633,0,0,32,14769
4310,2888,1126,55938,29132,329,33,2712,8,2,23,14770
4311,3993,1573,70647,30828,540,24,3815,0,18,10,14772
4312,290,60,-666666666,23287,48,0,253,0,0,26,14774
4313,2565,978,48333,23823,361,3,2501,15,3,158,14775
4314,613,192,52500,18522,134,0,576,9,0,21,14777
4315,1380,0,-666666666,15244,13,119,1160,61,0,107,14778
4316,6899,2883,40072,25204,1618,135,4857,28,1280,341,14779
4317,1827,780,59643,29617,314,0,1718,4,11,83,14781
4318,2169,959,58730,30441,318,25,2085,0,0,31,14782
4319,128,58,39423,27114,28,0,59,0,51,13,14783
4320,750,302,68500,33037,81,6,737,0,0,0,14784
4321,130,48,-666666666,46554,94,0,130,0,0,0,14785
4322,4756,2309,47599,34974,667,8,4444,176,98,109,14787
4323,104,29,-666666666,31755,14,62,37,0,2,3,14788
4324,5263,1886,59803,25935,808,23,5131,1,23,35,14801
4325,4563,498,43333,11546,429,540,3426,216,19,503,14802
4326,1546,600,56094,28305,442,4,1504,22,0,30,14803
4327,1507,543,73393,31525,177,0,1418,16,0,3,14804
4328,765,377,51650,29803,144,4,756,0,4,0,14805
4329,2149,787,65804,31896,402,0,2109,0,1,20,14806
4330,3034,1204,61932,30758,230,17,2880,0,34,105,14807
4331,550,240,61111,31899,45,0,531,3,0,0,14808
4332,2905,1003,58458,28586,645,12,2728,1,0,93,14809
4333,11484,5373,45590,29035,2079,369,10783,13,3,146,14810
4334,3286,1285,63854,34449,393,10,3090,14,5,94,14812
4335,2213,831,55729,31581,459,46,2141,2,0,15,14813
4336,1784,773,95598,47233,55,14,1647,108,0,20,14814
4337,727,320,57045,36324,128,0,663,0,0,15,14815
4338,595,250,50000,29137,27,0,559,28,3,0,14816
4339,2911,1239,88963,42650,103,46,2328,104,0,47,14817
4340,1765,779,88990,59359,119,0,1723,11,0,24,14818
4341,625,247,56528,28296,219,0,609,1,0,10,14819
4342,531,212,62500,33321,53,0,509,0,2,0,14820
4343,3333,1238,72875,30398,367,20,3191,17,0,9,14821
4344,850,359,62050,34086,136,0,847,0,0,43,14822
4345,3851,1512,62000,29272,492,4,3579,108,9,44,14823
4346,768,289,74861,35507,92,21,728,0,1,3,14824
4347,755,309,72159,39954,93,1,736,5,0,0,14825
4348,1923,756,65721,28690,285,16,1817,0,0,4,14826
4349,16,16,-666666666,-1,0,0,16,0,0,0,14827
4350,19127,8602,74314,45642,2198,549,17704,304,2,431,14830
4351,835,443,69026,39311,68,0,790,0,0,7,14836
4352,5596,1977,64269,32400,995,62,5356,1,6,67,14837
4353,2133,819,65492,32652,176,11,2053,4,0,15,14838
4354,594,252,81250,38486,41,0,594,0,0,0,14839
4355,2577,1227,77216,48752,119,28,2460,3,4,70,14840
4356,743,326,67895,40207,63,0,723,0,0,0,14841
4357,847,283,66542,24073,116,0,847,0,0,0,14842
4358,12418,5550,53542,31315,1905,158,11768,94,0,264,14843
4359,20756,9018,74931,41699,1650,502,18440,570,0,450,14845
4360,952,333,63750,27758,126,5,933,9,0,4,14846
4361,2409,930,73030,33702,188,39,2229,25,9,112,14847
4362,65740,28134,64911,42023,11240,3161,47197,9095,71,4504,14850
4363,2202,0,-666666666,2551,0,404,1071,365,11,300,14853
4364,95,53,-666666666,50956,0,0,95,0,0,0,14854
4365,871,305,66339,29413,123,0,842,0,0,28,14855
4366,0,0,-666666666,-666666666,0,0,0,0,0,0,14856
4367,1395,493,70179,30259,100,0,1318,1,12,3,14858
4368,1141,408,81667,33683,126,0,1114,0,1,12,14859
4369,1121,512,72660,34136,125,5,1072,0,4,20,14860
4370,1138,515,54306,32486,132,15,1079,0,0,20,14861
4371,1033,452,65761,32208,58,0,975,2,7,0,14864
4372,2647,1068,47500,27333,481,26,2525,1,9,12,14865
4373,5242,2386,61837,37985,352,30,5188,0,24,0,14867
4374,1471,561,65966,32382,351,0,1446,5,0,40,14869
4375,9970,4101,82134,46778,820,229,8365,925,0,203,14870
4376,4551,1826,71250,36439,367,24,4472,3,0,24,14871
4377,542,233,56339,29450,21,0,542,0,0,34,14872
4378,1995,808,54762,26008,256,2,1871,35,0,3,14873
4379,155,51,95417,33770,2,0,155,0,0,0,14874
4380,684,226,57857,26017,122,0,657,22,0,0,14877
4381,858,256,55750,25216,333,0,837,0,0,6,14878
4382,2254,862,59214,33382,251,4,2098,17,0,8,14879
4383,1520,671,54028,26981,330,0,1426,33,0,4,14880
4384,250,141,78438,57519,0,0,219,21,0,0,14881
4385,3678,1520,98255,59594,105,166,3470,0,0,167,14882
4386,4540,1776,68556,32327,573,49,4386,47,7,29,14883
4387,303,119,57750,32138,25,0,302,0,0,0,14884
4388,590,230,63214,29347,25,0,571,0,3,0,14885
4389,6544,2848,74459,38842,617,58,6061,22,18,220,14886
4390,1270,507,63750,31425,148,20,1171,13,3,10,14889
4391,4416,2014,55259,35887,616,101,4050,120,5,69,14891
4392,7552,3322,54313,35912,686,146,7080,98,0,133,14892
4393,34,6,-666666666,-1,27,0,34,0,0,0,14893
4394,1440,460,55556,21472,297,134,1212,0,29,49,14894
4395,9168,3888,56250,36810,1429,53,8730,42,20,12,14895
4396,716,283,58594,33242,27,0,710,0,0,0,14897
4397,1549,541,56078,27061,144,0,1458,0,0,0,14898
4398,14906,5499,38604,19585,3415,2088,10920,185,68,942,14901
4399,7090,2966,64528,46608,1083,468,6013,107,0,298,14903
4400,14285,6357,49428,28796,3241,745,12087,22,156,673,14904
4401,8852,3820,78163,39776,1141,429,7589,190,0,316,14905
4402,32237,14430,68186,39820,3329,4140,26014,205,25,816,15001
4403,11406,5107,54675,30342,1310,1217,9450,17,0,573,15003
4404,316,132,56149,34159,37,0,307,0,0,0,15004
4405,9480,3999,74273,49411,521,180,8784,26,15,218,15005
4406,273,69,130396,29281,75,0,273,0,0,0,15006
4407,482,126,-666666666,21232,260,0,460,0,0,0,15007
4408,15722,6738,79980,43812,1081,200,14929,153,0,255,15009
4409,28523,11600,66338,33753,3358,2176,24884,225,12,304,15010
4410,15301,6998,62760,39654,2180,409,14210,59,0,256,15012
4411,3130,1467,51622,28195,312,135,2936,19,0,86,15014
4412,1372,528,166136,70207,21,14,1308,40,0,0,15015
4413,17408,7657,82020,51050,1025,674,15245,866,0,202,15017
4414,893,347,29962,25111,56,7,665,183,0,0,15018
4415,1552,678,52500,32377,220,0,1551,0,0,0,15019
4416,567,244,71250,36601,0,0,503,0,0,84,15020
4417,6699,2769,70383,36892,497,56,6431,15,0,101,15021
4418,10248,4219,54313,35283,1842,403,9235,60,0,104,15022
4419,9107,3664,82877,41311,844,151,8335,413,0,129,15024
4420,16806,6873,79434,46827,1724,2728,13011,444,0,469,15025
4421,3910,1616,96414,48302,247,58,3562,0,2,106,15026
4422,2219,1104,61633,36558,239,0,2159,0,0,6,15027
4423,174,80,57500,42904,7,3,168,0,0,16,15028
4424,1053,479,53702,31165,203,16,999,4,0,12,15030
4425,428,209,-666666666,24505,133,22,324,82,0,28,15031
4426,4622,2306,42923,24519,1605,1078,3193,0,0,159,15033
4427,1614,823,43208,37504,218,36,1517,0,5,65,15034
4428,2074,1012,60988,35492,108,169,1757,3,6,0,15035
4429,10380,4305,71452,41766,784,83,9927,24,1,282,15037
4430,248,90,60714,27463,0,0,248,0,0,0,15038
4431,7759,3363,69202,45203,875,54,7352,6,11,172,15042
4432,2209,794,82024,38048,216,0,2095,0,0,37,15043
4433,28246,10648,128111,68744,1142,224,26769,523,0,344,15044
4434,4439,1797,49345,25333,547,324,3925,22,17,210,15045
4435,2455,1035,76116,39767,170,16,2315,62,0,62,15046
4436,182,122,40500,29388,1,0,182,0,0,0,15047
4437,885,483,52961,34769,128,0,847,8,5,21,15049
4438,2476,919,86813,36761,224,1,2440,0,0,15,15050
4439,437,224,72763,40433,4,46,381,0,0,0,15051
4440,3024,1275,67669,33231,314,53,2857,22,0,28,15052
4441,70,34,101250,68733,0,0,63,0,0,0,15053
4442,447,251,-666666666,32107,28,0,399,0,0,58,15054
4443,1146,648,66983,48781,59,0,1126,0,0,0,15055
4444,1057,537,66875,39912,57,33,809,52,0,21,15056
4445,17440,6322,112630,46366,474,104,15375,1358,0,247,15057
4446,4248,1662,66964,29957,610,324,3686,0,17,8,15059
4447,906,378,57692,30749,93,6,873,0,0,0,15060
4448,12393,5298,74043,37486,1104,429,11118,69,12,347,15061
4449,6876,3236,51364,30202,1103,1117,5104,21,11,153,15062
4450,10543,4799,60816,37800,1253,153,9974,54,0,161,15063
4451,238,137,75708,45410,12,0,221,0,1,0,15064
